lad19cd,lad19nm,type,income,quintile,moran,skew,80_20,90_50,50_10,90_10,ruc11cd,ruc11nm,ruc,coastal,oac11cd,oac11n,gdhi,health_avg,education_avg,flat,left,right,nshape
E07000132,Hinckley and Bosworth,right,0.082,2,0.19,-0.3455306658,2.880952381,2.208333333,2.117647059,4.676470588,2,Largely Rural,rural,non-coastal,1,Town and Country Living,19676,-0.442,21.59,141,221,25,135
E07000227,Horsham,right,0.056,1,0.03,-0.8898962388,2.655172414,2.244444444,2.045454545,4.590909091,2,Largely Rural,rural,non-coastal,4,Affluent England ,26853,-0.894,9.597,285,299,87,288
E09000018,Hounslow,nshape,0.129,4,0.24,0.2339809777,2.283819629,1.773333333,1.93236715,3.426731079,6,Urban with Major Conurbation,urban,london,7,Ethnically Diverse Metropolitan Living,25128,-0.27,13.287,166,107,240,49
E07000011,Huntingdonshire,right,0.074,2,0.3,-0.5255031245,2.826086957,2.104918033,1.967741935,4.141935484,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,22194,-0.608,18.129,163,246,1,186
E07000120,Hyndburn,left,0.182,5,0.32,0.7204975128,3.829608939,1.888372093,3.675213675,6.94017094,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,15396,1.068,30.772,205,52,280,236
E07000202,Ipswich,flat,0.141,4,0.25,0.3601927963,3.78343949,2.088888889,2.943925234,6.14953271,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,19134,0.396,33.404,46,53,214,94
E06000046,Isle of Wight,nshape,0.138,4,0.22,0.1477585788,2.277078086,1.759375,1.969230769,3.464615385,1,Mainly Rural,rural,coastal,3,Countryside Living,18366,0.084,26.09,161,81,250,67
E06000053,Isles of Scilly,right,0.029,1,,,1,1,1,1,1,Mainly Rural,rural,non-coastal,9,LA_MISMATCH,26284,-2.625,9.671,317,317,317,317
E09000019,Islington,left,0.179,5,0.16,1.007872043,2.139329806,1.522727273,1.848739496,2.81512605,6,Urban with Major Conurbation,urban,london,8,London Cosmopolitan,31784,0.274,12.483,265,66,300,256
E09000020,Kensington and Chelsea,flat,0.117,3,0.7,-0.1679931052,8.925,3.518604651,5.375,18.9125,6,Urban with Major Conurbation,urban,london,8,London Cosmopolitan,89844,-1.243,5.192,226,213,207,264
E07000153,Kettering,flat,0.113,3,0.29,-0.3559963391,3.082352941,2.485714286,2.176165803,5.409326425,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,19492,0.051,24.256,23,139,96,19
E07000146,King's Lynn and West Norfolk,nshape,0.12,3,0.29,0.1438530978,2.037533512,1.811320755,1.796610169,3.254237288,2,Largely Rural,rural,coastal,3,Countryside Living,18808,0.426,33.164,196,143,233,80
E06000010,"Kingston upon Hull, City of",left,0.227,5,0.55,0.8850523314,3.946236559,1.843091335,3.234848485,5.962121212,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,14032,0.853,41.672,297,126,308,300
E09000021,Kingston upon Thames,right,0.078,2,0.16,-0.3639908801,2.632850242,1.944776119,2.067901235,4.021604938,6,Urban with Major Conurbation,urban,london,6,"Business, Education and Heritage Centres ",28082,-0.963,6.938,150,231,18,125
E08000034,Kirklees,flat,0.143,4,0.41,0.244482937,4.042857143,2.253781513,2.76744186,6.237209302,6,Urban with Major Conurbation,urban,non-coastal,2,Urban Settlements,16963,0.166,25.144,8,46,193,87
E08000011,Knowsley,left,0.251,5,0.44,0.9385940324,3.561594203,1.677227723,3.412162162,5.722972973,6,Urban with Major Conurbation,urban,non-coastal,5,Services and Industrial Legacy ,16258,1.381,41.894,308,158,314,308
E09000022,Lambeth,left,0.153,4,0.14,0.6283667333,2.329875519,1.737024221,1.926666667,3.346666667,6,Urban with Major Conurbation,urban,london,8,London Cosmopolitan,29003,0.148,10.493,207,67,276,178
E07000121,Lancaster,flat,0.129,4,0.48,-0.08508377694,3.865771812,3.026373626,2.219512195,6.717073171,3,Urban with Significant Rural,urban,coastal,6,"Business, Education and Heritage Centres ",17420,0.512,20.064,20,92,164,57
E08000035,Leeds,flat,0.143,4,0.59,0.0148197071,5.323651452,3.211111111,2.828571429,9.082857143,6,Urban with Major Conurbation,urban,non-coastal,6,"Business, Education and Heritage Centres ",18236,0.415,26.25,10,83,169,133
E06000016,Leicester,left,0.196,5,0.39,0.9240119721,2.618081181,1.893370166,2.413333333,4.569333333,4,Urban with City and Town,urban,non-coastal,7,Ethnically Diverse Metropolitan Living,13269,0.594,37.277,220,3,295,234
E07000063,Lewes,nshape,0.099,3,0.36,-0.1278697158,2.517985612,2.03253012,2.064676617,4.196517413,3,Urban with Significant Rural,urban,coastal,3,Countryside Living,23363,-0.404,20.567,113,167,133,23
E09000023,Lewisham,left,0.164,5,0.31,0.8369641434,2.120075047,1.482208589,1.791208791,2.654945055,6,Urban with Major Conurbation,urban,london,7,Ethnically Diverse Metropolitan Living,23580,0.067,13.911,245,78,296,228
E07000194,Lichfield,right,0.084,2,0.29,-0.3399291277,2.823809524,2.210294118,2.336769759,5.164948454,3,Urban with Significant Rural,urban,non-coastal,1,Town and Country Living,22862,-0.432,15.448,109,209,11,111
E07000138,Lincoln,left,0.155,4,0.19,0.2157318119,3.901538462,2.358730159,2.368421053,5.586466165,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",16394,0.653,30.752,83,24,234,129
E08000012,Liverpool,left,0.235,5,0.65,1.109675195,4,1.669327731,3.986599665,6.654941374,6,Urban with Major Conurbation,urban,non-coastal,6,"Business, Education and Heritage Centres ",15848,1.347,33.793,304,147,312,306
E06000032,Luton,left,0.155,4,0.41,0.5029715343,3.097222222,1.760273973,2.862745098,5.039215686,4,Urban with City and Town,urban,non-coastal,7,Ethnically Diverse Metropolitan Living,16257,0.294,27.432,114,29,244,122
E07000110,Maidstone,right,0.095,2,0.32,-0.4423607537,2.910313901,2.378378378,2.3125,5.5,3,Urban with Significant Rural,urban,non-coastal,4,Affluent England ,22769,-0.49,18.885,59,183,21,73
E07000074,Maldon,nshape,0.086,2,0.05,-0.3973692069,2.152985075,1.77625,1.724137931,3.0625,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,25678,-0.555,20.526,208,220,153,131
E07000235,Malvern Hills,nshape,0.092,2,0.34,-0.9084042837,2.382239382,2.568571429,1.555555556,3.995555556,2,Largely Rural,rural,non-coastal,3,Countryside Living,22463,-0.603,11.978,209,223,151,179
E08000003,Manchester,left,0.219,5,0.54,1.172107943,3.317073171,1.629139073,4.03024911,6.565836299,6,Urban with Major Conurbation,urban,non-coastal,6,"Business, Education and Heritage Centres ",14864,1.198,28.119,289,112,305,302
E07000174,Mansfield,left,0.156,5,0.21,0.6078023798,4.691056911,1.79375,4.04040404,7.247474747,4,Urban with City and Town,urban,non-coastal,5,Services and Industrial Legacy ,16762,0.74,36.748,152,77,245,211
E06000035,Medway,flat,0.134,4,0.39,0.213401576,3.575,2.133333333,2.6,5.546666667,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,18885,0.075,28.026,19,70,188,52
E07000133,Melton,right,0.072,1,-0.01,-0.6281763499,2.347368421,2.320634921,2.179930796,5.058823529,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,21109,-0.574,15.417,218,257,47,218
E07000187,Mendip,nshape,0.099,3,0.27,-0.2163371771,2.696428571,1.877094972,1.808080808,3.393939394,1,Mainly Rural,rural,non-coastal,3,Countryside Living,21547,-0.254,17.677,192,192,183,104
E09000024,Merton,flat,0.1,3,0.58,-0.1252712023,4.015306122,2.313580247,2.736486486,6.331081081,6,Urban with Major Conurbation,urban,london,7,Ethnically Diverse Metropolitan Living,32387,-0.615,9.184,51,169,56,84
E07000042,Mid Devon,nshape,0.093,2,0.13,-0.04884761595,2.535849057,1.735714286,1.68,2.916,1,Mainly Rural,rural,non-coastal,3,Countryside Living,20525,-0.757,19.625,216,207,191,127
E07000203,Mid Suffolk,right,0.071,1,0.01,-0.8520263985,1.829787234,1.766129032,1.698630137,3,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,22144,-0.907,15.8,237,261,105,216
E07000228,Mid Sussex,right,0.053,1,0.02,-1.109176966,2.413793103,2.179775281,1.893617021,4.127659574,4,Urban with City and Town,urban,non-coastal,4,Affluent England ,26105,-1.227,10.357,294,304,110,296
E06000002,Middlesbrough,left,0.251,5,0.63,0.8251316208,5.142857143,1.757062147,4.827272727,8.481818182,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,15469,1.194,38.85,311,208,313,312
E06000042,Milton Keynes,nshape,0.111,3,0.47,-0.2871122084,2.84341637,2.479041916,1.893424036,4.693877551,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,21717,-0.158,19.205,68,140,139,13
E07000210,Mole Valley,right,0.054,1,0.11,-1.273874698,3.053571429,1.969565217,3.285714286,6.471428571,3,Urban with Significant Rural,urban,non-coastal,4,Affluent England ,31675,-0.867,9.002,292,303,111,297
E07000091,New Forest,right,0.077,2,0.09,-0.6419953573,2.571428571,2.476271186,1.685714286,4.174285714,3,Urban with Significant Rural,urban,coastal,3,Countryside Living,25086,-0.628,15.074,168,239,12,181
E07000175,Newark and Sherwood,flat,0.109,3,0.26,-0.2234571687,3.284518828,2.696969697,2.507598784,6.762917933,2,Largely Rural,rural,non-coastal,1,Town and Country Living,19247,-0.07,25.939,24,146,72,32
E08000021,Newcastle upon Tyne,left,0.178,5,0.57,0.4122758672,6.018939394,2.690647482,4.512987013,12.14285714,6,Urban with Major Conurbation,urban,non-coastal,6,"Business, Education and Heritage Centres ",15920,0.815,28.68,183,88,256,239
E07000195,Newcastle-under-Lyme,flat,0.108,3,0.33,0.01360040695,3.457831325,2.396551724,2.357723577,5.650406504,4,Urban with City and Town,urban,non-coastal,1,Town and Country Living,16942,0.312,23.163,38,132,127,47
E09000025,Newham,left,0.169,5,0.22,1.903080668,1.544378698,1.384705882,1.531531532,2.120720721,6,Urban with Major Conurbation,urban,london,7,Ethnically Diverse Metropolitan Living,19465,-0.03,17.775,305,171,310,294
E07000043,North Devon,nshape,0.11,3,0.43,-0.2743713059,2.71,2.422485207,1.588345865,3.847744361,2,Largely Rural,rural,coastal,3,Countryside Living,19775,0.099,20.6,101,136,172,20
E07000038,North East Derbyshire,flat,0.112,3,0.25,-0.01879348717,3.525862069,2.56,2.580645161,6.606451613,4,Urban with City and Town,urban,non-coastal,1,Town and Country Living,18081,0.143,23.38,22,141,94,61
E06000012,North East Lincolnshire,left,0.19,5,0.53,0.407600056,4.968253968,2.513595166,3.412371134,8.577319588,4,Urban with City and Town,urban,coastal,5,Services and Industrial Legacy ,16183,0.38,35.861,187,64,267,227
E07000099,North Hertfordshire,right,0.079,2,0.18,-0.4064712781,3.757575758,2.497637795,2.634854772,6.580912863,3,Urban with Significant Rural,urban,non-coastal,4,Affluent England ,26121,-0.712,12.868,137,225,6,161
E07000139,North Kesteven,right,0.081,2,0.23,-0.3856197173,2.252066116,2.015172414,1.768292683,3.563414634,1,Mainly Rural,rural,non-coastal,3,Countryside Living,19529,-0.602,13.244,177,226,90,126
E06000013,North Lincolnshire,nshape,0.133,4,0.3,-0.06016811503,3.125,2.62,1.960784314,5.137254902,3,Urban with Significant Rural,urban,coastal,1,Town and Country Living,16889,0.233,28.419,35,80,186,4
E07000147,North Norfolk,nshape,0.106,3,0.03,-0.09403282622,1.583333333,1.716326531,1.392045455,2.389204545,1,Mainly Rural,rural,coastal,3,Countryside Living,19183,-0.021,24.231,302,251,291,244
E06000024,North Somerset,right,0.101,3,0.58,-0.4711322569,3.480392157,2.917808219,2.570422535,7.5,3,Urban with Significant Rural,urban,coastal,3,Countryside Living,23047,-0.263,16.945,52,177,26,107
E08000022,North Tyneside,flat,0.144,4,0.52,0.3578013408,4.163636364,2.147540984,3.696969697,7.939393939,6,Urban with Major Conurbation,urban,coastal,5,Services and Industrial Legacy ,18143,0.43,20.683,73,85,211,164
E07000218,North Warwickshire,nshape,0.097,3,0.07,-0.3529211391,2.694656489,1.979268293,1.794310722,3.551422319,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,19802,-0.109,25.791,151,185,141,118
E07000134,North West Leicestershire,nshape,0.09,2,0.1,-0.4410246268,2.64978903,2.265306122,1.762589928,3.992805755,2,Largely Rural,rural,non-coastal,1,Town and Country Living,18870,-0.169,22.006,153,203,109,100
E07000154,Northampton,flat,0.123,4,0.29,0.01720221049,3.561797753,2.544086022,2.597765363,6.608938547,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,19885,0.349,26.477,2,99,129,18
E06000057,Northumberland,flat,0.126,4,0.41,-0.06558706399,4.462222222,2.835051546,2.939393939,8.333333333,2,Largely Rural,rural,coastal,3,Countryside Living,20437,0.189,22.596,1,100,114,44
E07000148,Norwich,left,0.163,5,0.26,0.7020700496,3.954819277,1.705389222,3.957345972,6.748815166,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",17038,0.689,34.178,131,19,254,198
E06000018,Nottingham,left,0.199,5,0.48,1.067515153,3.089795918,1.540415704,3.531810767,5.44045677,5,Urban with Minor Conurbation,urban,non-coastal,6,"Business, Education and Heritage Centres ",13138,0.861,37.51,248,41,299,271
E07000219,Nuneaton and Bedworth,flat,0.136,4,0.33,0.3923434082,3.438596491,2.165217391,3.194444444,6.916666667,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,18573,0.279,30.122,39,87,185,43
E07000135,Oadby and Wigston,right,0.086,2,0.35,-0.6530493339,2.307692308,2.607692308,1.444444444,3.766666667,4,Urban with City and Town,urban,non-coastal,1,Town and Country Living,18922,-0.189,17.704,236,242,177,214
E08000004,Oldham,left,0.193,5,0.6,0.5366532152,4.65625,2.017241379,3.782608696,7.630434783,6,Urban with Major Conurbation,urban,non-coastal,2,Urban Settlements,15379,0.663,35.509,195,55,274,235
E07000178,Oxford,flat,0.093,2,0.5,-0.1016005705,4.171122995,2.565432099,2.755102041,7.068027211,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",20857,-0.271,16.468,93,175,84,114
E07000122,Pendle,left,0.168,5,0.51,0.4216069951,3.907246377,2.034965035,2.708333333,5.511363636,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,16445,0.653,32.825,87,6,246,153
E06000031,Peterborough,left,0.156,5,0.32,0.3849191964,3.549079755,1.973333333,2.73512476,5.39731286,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,17968,0.413,34.571,110,33,242,146
E06000026,Plymouth,flat,0.148,4,0.49,0.2048548737,3.71875,2.248,2.717391304,6.108695652,4,Urban with City and Town,urban,coastal,6,"Business, Education and Heritage Centres ",17555,0.666,25.623,13,23,212,48
E06000044,Portsmouth,nshape,0.134,4,0.6,-0.03459467811,2.747058824,2.426168224,2.026515152,4.916666667,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",16297,0.27,27.706,71,90,203,6
E07000123,Preston,left,0.162,5,0.55,0.4972762356,5.169811321,1.868167203,3.534090909,6.602272727,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",16473,0.758,26.411,102,35,239,192
E06000038,Reading,nshape,0.114,3,0.38,0.2197959778,3.256603774,2.228282828,3.390410959,7.554794521,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",22351,-0.034,20.993,61,116,155,36
E09000026,Redbridge,nshape,0.121,3,0.41,0.534513031,2.402985075,1.657894737,2.150943396,3.566037736,6,Urban with Major Conurbation,urban,london,7,Ethnically Diverse Metropolitan Living,23241,-0.74,11.126,171,135,226,75
E06000003,Redcar and Cleveland,left,0.186,5,0.35,0.5177605734,4.726993865,2.579470199,3.304157549,8.52297593,3,Urban with Significant Rural,urban,coastal,5,Services and Industrial Legacy ,16068,0.79,27.768,142,38,253,207
E07000236,Redditch,flat,0.124,4,0.09,0.05280532282,5.068493151,2.550515464,2.852941176,7.276470588,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,20000,0.362,28.201,56,121,147,155
E07000211,Reigate and Banstead,right,0.067,1,0.22,-0.8714060749,2.828571429,2.537037037,1.963636364,4.981818182,4,Urban with City and Town,urban,non-coastal,4,Affluent England ,28479,-0.671,11.92,222,266,15,241
E07000124,Ribble Valley,right,0.057,1,0.23,-0.9734580395,1.983146067,1.82244898,1.842105263,3.357142857,1,Mainly Rural,rural,non-coastal,3,Countryside Living,24966,-0.454,7.396,290,301,112,289
E09000027,Richmond upon Thames,right,0.064,1,0.11,-0.9629511547,2.845637584,2.423529412,2.125,5.15,6,Urban with Major Conurbation,urban,london,4,Affluent England ,42156,-1.373,3.534,242,277,24,260
E07000166,Richmondshire,right,0.059,1,0.16,-1.302957027,1.849740933,1.632727273,1.575931232,2.573065903,1,Mainly Rural,rural,non-coastal,3,Countryside Living,20216,-0.667,19.463,300,302,162,291
E08000005,Rochdale,left,0.201,5,0.49,0.6425094804,4.262162162,2.004142012,3.12962963,6.272222222,6,Urban with Major Conurbation,urban,non-coastal,2,Urban Settlements,15579,0.842,31.135,219,42,289,245
E07000075,Rochford,right,0.073,1,0.25,-0.7098889263,2.495,1.862295082,1.794117647,3.341176471,4,Urban with City and Town,urban,non-coastal,1,Town and Country Living,22141,-0.953,20.451,180,250,4,188
E07000125,Rossendale,left,0.145,4,0.19,0.5231918066,3.071022727,2.335433071,2.912844037,6.802752294,4,Urban with City and Town,urban,non-coastal,5,Services and Industrial Legacy ,17502,0.344,21.724,82,34,232,120
E07000064,Rother,nshape,0.113,3,0.37,-0.2929916864,2.434250765,2.046073298,1.822519084,3.729007634,2,Largely Rural,rural,coastal,3,Countryside Living,21854,-0.082,19.528,160,153,198,55
E08000018,Rotherham,left,0.168,5,0.42,0.387448653,3.798245614,2.236734694,2.773584906,6.203773585,5,Urban with Minor Conurbation,urban,non-coastal,5,Services and Industrial Legacy ,16917,0.817,33.365,72,9,241,147
E07000220,Rugby,right,0.087,2,0.21,-0.3593342644,2.904761905,2.376811594,2.029411765,4.823529412,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,22832,-0.395,15.666,145,212,58,150
E07000212,Runnymede,right,0.066,1,0.18,-0.3152546558,3.52739726,2.143333333,2.69058296,5.766816143,6,Urban with Major Conurbation,urban,non-coastal,4,Affluent England ,24876,-0.78,13.543,244,271,75,243
E07000176,Rushcliffe,right,0.059,1,-0.05,-0.9627128878,2.65625,2.552475248,1.891385768,4.827715356,2,Largely Rural,rural,non-coastal,4,Affluent England ,23574,-1.135,5.775,283,295,122,286
E07000092,Rushmoor,flat,0.104,3,0.31,-0.2173837198,3.552995392,2.567741935,2.227011494,5.718390805,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,21973,-0.126,19.017,36,156,60,59
E06000017,Rutland,right,0.056,1,-0.06,-0.767248035,1.730964467,1.382142857,1.473684211,2.036842105,1,Mainly Rural,rural,non-coastal,3,Countryside Living,22119,-1.048,7.826,306,309,199,304
E07000167,Ryedale,right,0.082,2,0.1,-0.4987136332,2.182879377,2.0671875,1.370449679,2.832976445,1,Mainly Rural,rural,non-coastal,3,Countryside Living,22226,-0.551,18.379,262,255,187,224
E08000006,Salford,left,0.191,5,0.38,0.7911761359,3.798488665,2.046285714,3.812636166,7.801742919,6,Urban with Major Conurbation,urban,non-coastal,2,Urban Settlements,17857,0.995,30.934,167,14,273,221
E08000028,Sandwell,left,0.215,5,0.29,1.221267422,2.121212121,1.432432432,2.566473988,3.676300578,6,Urban with Major Conurbation,urban,non-coastal,2,Urban Settlements,14407,0.705,36.936,298,96,311,303
E07000168,Scarborough,nshape,0.145,4,0.3,0.1508022853,3.014492754,2,2.277777778,4.555555556,3,Urban with Significant Rural,urban,coastal,3,Countryside Living,18695,0.499,29.336,53,47,219,28
E07000188,Sedgemoor,nshape,0.117,3,0.44,-0.1945338785,3.211678832,2.731843575,2.04805492,5.594965675,2,Largely Rural,rural,coastal,3,Countryside Living,19524,-0.066,25.31,16,111,136,15
E08000014,Sefton,flat,0.162,5,0.68,0.1650445462,3.888888889,2.863414634,2.38372093,6.825581395,6,Urban with Major Conurbation,urban,coastal,5,Services and Industrial Legacy ,19551,0.75,20.557,78,40,229,101
E07000169,Selby,right,0.079,2,0.37,-0.6613102181,2.748717949,2.805309735,1.676557864,4.703264095,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,21636,-0.523,18.669,176,236,29,203
E07000111,Sevenoaks,right,0.075,2,0.33,-0.5406989948,3.155279503,2.353968254,2.739130435,6.447826087,2,Largely Rural,rural,non-coastal,4,Affluent England ,30545,-1.037,13.179,189,248,23,204
E08000019,Sheffield,flat,0.156,5,0.61,0.1935633524,6.366071429,2.723966942,3.78125,10.3,5,Urban with Minor Conurbation,urban,non-coastal,6,"Business, Education and Heritage Centres ",16179,0.456,29.183,103,91,218,202
E06000051,Shropshire,nshape,0.096,2,0.09,-0.4092596861,2.421602787,2.1275,1.62601626,3.459349593,2,Largely Rural,rural,non-coastal,3,Countryside Living,20851,-0.348,17.851,156,187,149,66
E06000039,Slough,nshape,0.126,4,0.29,0.5808654298,1.859447005,1.551004016,1.786226686,2.770444763,4,Urban with City and Town,urban,non-coastal,7,Ethnically Diverse Metropolitan Living,18831,0.147,19.963,260,159,279,177
E08000029,Solihull,flat,0.108,3,0.66,-0.4379855067,5.763975155,4.152777778,2.845849802,11.81818182,6,Urban with Major Conurbation,urban,non-coastal,1,Town and Country Living,24146,-0.256,18.354,139,197,106,209
E07000246,Somerset West and Taunton,nshape,0.104,3,0.29,-0.1000912993,2.647272727,2.208092486,1.979405034,4.370709382,,,,coastal,9,LA_MISMATCH,20107,-0.07,18.929,88,150,135,8
E07000006,South Bucks,right,0.057,1,0.02,-0.5416798759,2.88,1.717857143,2.692307692,4.625,3,Urban with Significant Rural,urban,non-coastal,4,Affluent England ,42252,-1.306,8.666,274,291,77,273
E07000012,South Cambridgeshire,right,0.056,1,0.02,-0.9464895938,2.142857143,2.032608696,1.672727273,3.4,2,Largely Rural,rural,non-coastal,4,Affluent England ,27554,-1.147,6.605,296,306,128,298
E07000039,South Derbyshire,right,0.083,2,0.25,-0.395518816,2.994594595,2.274324324,2.387096774,5.429032258,3,Urban with Significant Rural,urban,non-coastal,1,Town and Country Living,19419,-0.176,20.837,157,228,40,159
E06000025,South Gloucestershire,right,0.074,2,0.22,-0.4238545234,3.282352941,2.293333333,2.272727273,5.212121212,4,Urban with City and Town,urban,non-coastal,1,Town and Country Living,21979,-0.813,18.385,174,247,3,191
E07000044,South Hams,nshape,0.087,2,0.24,-0.3724351986,1.928825623,1.976923077,1.733333333,3.426666667,1,Mainly Rural,rural,coastal,3,Countryside Living,23739,-0.598,8.381,185,214,131,112
E07000140,South Holland,nshape,0.103,3,0.18,0.04506641047,1.823369565,1.527835052,1.732142857,2.646428571,2,Largely Rural,rural,non-coastal,1,Town and Country Living,18828,-0.214,32.664,273,230,257,197
E07000141,South Kesteven,right,0.091,2,0.26,-0.5322814969,2.666666667,2.342857143,1.794871795,4.205128205,2,Largely Rural,rural,non-coastal,1,Town and Country Living,20601,-0.525,15.959,99,190,59,85
E07000031,South Lakeland,right,0.063,1,0.16,-0.7990096168,2.015957447,2.08627451,1.7,3.546666667,1,Mainly Rural,rural,non-coastal,3,Countryside Living,25037,-0.485,12.03,266,285,81,265
E07000149,South Norfolk,right,0.078,2,0.05,-0.2867738591,2.076923077,1.838235294,1.619047619,2.976190476,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,20768,-0.625,15.43,202,233,108,138
E07000155,South Northamptonshire,right,0.049,1,-0.04,-1.253948796,1.878787879,1.833333333,1.448275862,2.655172414,1,Mainly Rural,rural,non-coastal,1,Town and Country Living,25053,-1.042,10.543,307,311,173,307
E07000179,South Oxfordshire,right,0.054,1,0.18,-1.034552352,2.227848101,2.308695652,1.916666667,4.425,1,Mainly Rural,rural,non-coastal,4,Affluent England ,30913,-1.24,11.952,284,300,82,290
E07000126,South Ribble,right,0.091,2,0.26,-0.5947965568,3.0625,2.701449275,1.922005571,5.192200557,4,Urban with City and Town,urban,non-coastal,1,Town and Country Living,19811,0.093,14.155,96,199,30,124
E07000189,South Somerset,nshape,0.095,2,0.19,-0.1285808725,2.587548638,2.261538462,1.979695431,4.47715736,2,Largely Rural,rural,non-coastal,3,Countryside Living,20662,-0.25,20.102,105,176,100,39
E07000196,South Staffordshire,right,0.086,2,-0.06,-0.4694685955,2.449781659,2.236111111,1.92513369,4.304812834,3,Urban with Significant Rural,urban,non-coastal,1,Town and Country Living,20538,-0.484,16.784,120,204,41,97
E08000023,South Tyneside,left,0.206,5,0.31,1.181135348,2.855491329,1.567541766,3.675438596,5.761403509,6,Urban with Major Conurbation,urban,coastal,5,Services and Industrial Legacy ,15995,0.863,27.364,269,75,302,283
E06000045,Southampton,flat,0.135,4,0.38,0.2935030572,3.177018634,2.106722689,2.662192394,5.608501119,4,Urban with City and Town,urban,non-coastal,6,"Business, Education and Heritage Centres ",16994,0.541,26.939,29,50,201,25
E06000033,Southend-on-Sea,flat,0.144,4,0.38,0.2054257843,3.917857143,2.272268908,2.692307692,6.117647059,4,Urban with City and Town,urban,coastal,2,Urban Settlements,21064,0.062,25.052,21,60,194,64
E09000028,Southwark,left,0.162,5,0.43,1.086234677,2.410526316,1.519061584,2.68503937,4.078740157,6,Urban with Major Conurbation,urban,london,8,London Cosmopolitan,26449,0.112,11.086,213,62,282,222
E07000213,Spelthorne,right,0.079,2,0.31,-0.2179850003,2.65,1.990277778,2.117647059,4.214705882,6,Urban with Major Conurbation,urban,non-coastal,4,Affluent England ,26874,-0.56,18.213,197,234,80,166
E07000240,St Albans,right,0.06,1,0.12,-0.8221182791,3.598360656,2.432653061,3.024691358,7.358024691,4,Urban with City and Town,urban,non-coastal,4,Affluent England ,34482,-1.31,4.864,277,290,104,280
E08000013,St. Helens,left,0.182,5,0.36,0.5353027535,4.987220447,2.197435897,3.391304348,7.452173913,6,Urban with Major Conurbation,urban,non-coastal,5,Services and Industrial Legacy ,16788,1.069,27.804,118,13,251,195
E07000197,Stafford,right,0.078,2,0.35,-0.6699167937,3.7125,2.960377358,2.046332046,6.057915058,3,Urban with Significant Rural,urban,non-coastal,1,Town and Country Living,19982,-0.216,13.947,206,252,34,229
E07000198,Staffordshire Moorlands,right,0.084,2,0.38,-0.6425520132,3.035555556,2.625806452,1.490384615,3.913461538,2,Largely Rural,rural,non-coastal,1,Town and Country Living,19508,-0.249,18.228,215,245,119,212
E07000243,Stevenage,nshape,0.122,3,0.1,1.085501527,1.655246253,1.544680851,1.483585859,2.291666667,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,20482,-0.094,25.396,295,218,292,237
E08000007,Stockport,flat,0.12,3,0.46,-0.1997954701,3.863636364,2.831764706,2.428571429,6.877142857,6,Urban with Major Conurbation,urban,non-coastal,1,Town and Country Living,21470,0.355,17.933,3,117,73,30
E06000004,Stockton-on-Tees,flat,0.164,5,0.55,0.124163861,5.72983871,2.917094017,3.015463918,8.796391753,4,Urban with City and Town,urban,non-coastal,5,Services and Industrial Legacy ,17737,0.684,24.786,70,82,210,190
E06000021,Stoke-on-Trent,left,0.19,5,0.31,0.7205284479,3.700767263,1.780645161,3.81147541,6.786885246,4,Urban with City and Town,urban,non-coastal,2,Urban Settlements,15485,1.037,38.935,198,22,281,233
E07000221,Stratford-on-Avon,right,0.068,1,0.02,-0.6269686312,2.171428571,2.36,1.54494382,3.646067416,1,Mainly Rural,rural,non-coastal,3,Countryside Living,28099,-0.626,9.137,238,268,70,230
E07000082,Stroud,right,0.078,2,0.11,-0.4899921485,2.444954128,1.942424242,1.71875,3.338541667,3,Urban with Significant Rural,urban,non-coastal,1,Town and Country Living,23003,-0.591,11.741,155,232,28,132
